,city,type,address1,address2,address,tel,workhours,geocode,lat,lng
32,Мценск ,Авторизованный консультационный центр,"303030, г. Мценск","ул. Советская, д. 26-а","303030, г. Мценск,ул. Советская, д. 26-а",Телефон: +7 (4862) 54-26-21,,"[{'address_components': [{'long_name': '26А', 'short_name': '26А', 'types': ['street_number']}, {'long_name': 'ulitsa Sovetskaya', 'short_name': 'ul. Sovetskaya', 'types': ['route']}, {'long_name': 'Mtsensk', 'short_name': 'Mtsensk', 'types': ['locality', 'political']}, {'long_name': 'gorod Mtsensk', 'short_name': 'g. Mtsensk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Orlovskaya oblast'"", 'short_name': ""Orlovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '303030', 'short_name': '303030', 'types': ['postal_code']}], 'formatted_address': ""ul. Sovetskaya, 26А, Mtsensk, Orlovskaya oblast', Russia, 303030"", 'geometry': {'location': {'lat': 53.281132, 'lng': 36.569576}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.2824809802915, 'lng': 36.5709249802915}, 'southwest': {'lat': 53.2797830197085, 'lng': 36.5682270197085}}}, 'place_id': 'ChIJF_ecumYtMkERk82m5-q2o1g', 'types': ['street_address']}]",53.281132,36.569576
33,Набережные Челны,Консультационный центр A&D,"423800, г. Набережные Челны","пр-т Хасана Туфана, 1, комплекс 42/07","423800, г. Набережные Челны,пр-т Хасана Туфана, 1",Телефон: +7 (8552) 52-50-75,,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'prospekt Khasana Tufana', 'short_name': 'pr. Khasana Tufana', 'types': ['route']}, {'long_name': 'Naberezhnye Chelny', 'short_name': 'Naberezhnye Chelny', 'types': ['locality', 'political']}, {'long_name': 'gorod Naberezhnye Chelny', 'short_name': 'g. Naberezhnye Chelny', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Respublika Tatarstan', 'short_name': 'Respublika Tatarstan', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '423810', 'short_name': '423810', 'types': ['postal_code']}], 'formatted_address': 'pr. Khasana Tufana, 1, Naberezhnye Chelny, Respublika Tatarstan, Russia, 423810', 'geometry': {'bounds': {'northeast': {'lat': 55.7338824, 'lng': 52.4251054}, 'southwest': {'lat': 55.733875, 'lng': 52.425092}}, 'location': {'lat': 55.733875, 'lng': 52.425092}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 55.73522768029149, 'lng': 52.4264476802915}, 'southwest': {'lat': 55.7325297197085, 'lng': 52.4237497197085}}}, 'partial_match': True, 'place_id': 'EnfQv9GALiDQpdCw0YHQsNC90LAg0KLRg9GE0LDQvdCwLCAxLCDQndCw0LHQtdGA0LXQttC90YvQtSDQp9C10LvQvdGLLCDQoNC10YHQvy4g0KLQsNGC0LDRgNGB0YLQsNC9LCDQoNC-0YHRgdC40Y8sIDQyMzgxMA', 'types': ['street_address']}]",55.733875,52.425092
34,Санкт-Петербург,Сервисный Центр A&D,"198095, г. Санкт-Петербург",ул. Швецова д. 41,"198095, г. Санкт-Петербург,ул. Швецова д. 41",Телефон: +7 (812) 777-03-03,пн-пт с 9:00 до 18:00 ,"[{'address_components': [{'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'ulitsa Shvetsova', 'short_name': 'ul. Shvetsova', 'types': ['route']}, {'long_name': 'Sankt-Peterburg', 'short_name': 'СПБ', 'types': ['locality', 'political']}, {'long_name': 'Sankt-Peterburg', 'short_name': 'Sankt-Peterburg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '198095', 'short_name': '198095', 'types': ['postal_code']}], 'formatted_address': 'ul. Shvetsova, 41, Sankt-Peterburg, Russia, 198095', 'geometry': {'location': {'lat': 59.8967943, 'lng': 30.290122}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 59.89814328029151, 'lng': 30.2914709802915}, 'southwest': {'lat': 59.8954453197085, 'lng': 30.2887730197085}}}, 'place_id': 'ChIJxZWEc2IwlkYRGhtkSlkq968', 'types': ['street_address']}]",59.8967943,30.290122
35,Нижний Новгород,Сервисный Центр A&D,"603006, г. Нижний Новгород","ул. Варварская, д. 40 «б», помещение № П5","603006, г. Нижний Новгород,ул. Варварская, д. 40 «б»","Телефон: +7 (831) 411-86-89, 411-87-69",,"[{'address_components': [{'long_name': '40б', 'short_name': '40б', 'types': ['street_number']}, {'long_name': 'ulitsa Varvarskaya', 'short_name': 'ul. Varvarskaya', 'types': ['route']}, {'long_name': 'Nizhnij Novgorod', 'short_name': 'Nizhnij Novgorod', 'types': ['locality', 'political']}, {'long_name': 'gorod Nizhniy Novgorod', 'short_name': 'g. Nizhniy Novgorod', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Nizhegorodskaya oblast'"", 'short_name': ""Nizhegorodskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '603006', 'short_name': '603006', 'types': ['postal_code']}], 'formatted_address': ""ul. Varvarskaya, 40б, Nizhnij Novgorod, Nizhegorodskaya oblast', Russia, 603006"", 'geometry': {'location': {'lat': 56.3207833, 'lng': 44.0147448}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 56.32213228029149, 'lng': 44.0160937802915}, 'southwest': {'lat': 56.31943431970849, 'lng': 44.0133958197085}}}, 'place_id': 'ChIJnaYbOlDUUUERZF912n1wzas', 'types': ['street_address']}]",56.3207833,44.0147448
36,Новокузнецк,Авторизованный сервисный центр,"654005, г. Новокузнецк,","ул. Пирогова, 9, каб. 206","654005, г. Новокузнецк, ул. Пирогова, 9",Телефон: +7 (3843) 33-00-47,,"[{'address_components': [{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'ulitsa Pirogova', 'short_name': 'ul. Pirogova', 'types': ['route']}, {'long_name': 'Novokuznetsk', 'short_name': 'Novokuznetsk', 'types': ['locality', 'political']}, {'long_name': 'gorod Novokuznetsk', 'short_name': 'g. Novokuznetsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kemerovskaya oblast'"", 'short_name': ""Kemerovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}], 'formatted_address': ""ul. Pirogova, 9, Novokuznetsk, Kemerovskaya oblast', Russia"", 'geometry': {'bounds': {'northeast': {'lat': 53.76735559999999, 'lng': 87.1118322}, 'southwest': {'lat': 53.7673555, 'lng': 87.1118135}}, 'location': {'lat': 53.7673555, 'lng': 87.1118322}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 53.7687045302915, 'lng': 87.1131718302915}, 'southwest': {'lat': 53.7660065697085, 'lng': 87.1104738697085}}}, 'place_id': 'El_Rg9C7LiDQn9C40YDQvtCz0L7QstCwLCA5LCDQndC-0LLQvtC60YPQt9C90LXRhtC6LCDQmtC10LzQtdGA0L7QstGB0LrQsNGPINC-0LHQuy4sINCg0L7RgdGB0LjRjw', 'types': ['street_address']}]",53.7673555,87.1118322
37,Новороссийск,Авторизованный консультационный центр,"353915, г. Новороссийск","ул. Челюскинцев, д.8","353915, г. Новороссийск,ул. Челюскинцев, д.8",Телефон: +7 (8617) 61-04-86,,"[{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'ulitsa Chelyuskintsev', 'short_name': 'ul. Chelyuskintsev', 'types': ['route']}, {'long_name': 'Novorossiysk', 'short_name': 'Novorossiysk', 'types': ['locality', 'political']}, {'long_name': 'gorod Novorossiysk', 'short_name': 'g. Novorossiysk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Krasnodarskiy kray', 'short_name': 'Krasnodarskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '353915', 'short_name': '353915', 'types': ['postal_code']}], 'formatted_address': 'ul. Chelyuskintsev, 8, Novorossiysk, Krasnodarskiy kray, Russia, 353915', 'geometry': {'location': {'lat': 44.712378, 'lng': 37.774962}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 44.7137269802915, 'lng': 37.77631098029149}, 'southwest': {'lat': 44.7110290197085, 'lng': 37.77361301970849}}}, 'place_id': 'ChIJn7CJbRn58UARVIbNUGgFm6I', 'types': ['street_address']}]",44.712378,37.774962
38,Новосибирск,Сервисный Центр A&D,"630005, г. Новосибирск","ул. Семьи Шамшиных, 66","630005, г. Новосибирск,ул. Семьи Шамшиных, 66",Телефон: +7 (383) 211-28-17,,"[{'address_components': [{'long_name': '66', 'short_name': '66', 'types': ['street_number']}, {'long_name': 'ulitsa Semyi Shamshinykh', 'short_name': 'ul. Semyi Shamshinykh', 'types': ['route']}, {'long_name': 'Novosibirsk', 'short_name': 'Novosibirsk', 'types': ['locality', 'political']}, {'long_name': 'gorod Novosibirsk', 'short_name': 'g. Novosibirsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Novosibirskaya oblast'"", 'short_name': ""Novosibirskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '630005', 'short_name': '630005', 'types': ['postal_code']}], 'formatted_address': ""ul. Semyi Shamshinykh, 66, Novosibirsk, Novosibirskaya oblast', Russia, 630005"", 'geometry': {'location': {'lat': 55.042677, 'lng': 82.9299039}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 55.0440259802915, 'lng': 82.93125288029151}, 'southwest': {'lat': 55.0413280197085, 'lng': 82.92855491970849}}}, 'place_id': 'ChIJqeTgnsDl30IRWnfQZEMeuhU', 'types': ['street_address']}]",55.042677,82.9299039
39,Обнинск,Авторизованный консультационный центр,"249030, г. Обнинск","пр-т Маркса, 56","249030, г. Обнинск,пр-т Маркса, 56",Телефон: +7 (965) 253-15-45,,"[{'address_components': [{'long_name': '56', 'short_name': '56', 'types': ['street_number']}, {'long_name': 'prospekt Marksa', 'short_name': 'pr. Marksa', 'types': ['route']}, {'long_name': 'Obninsk', 'short_name': 'Obninsk', 'types': ['locality', 'political']}, {'long_name': 'gorod Obninsk', 'short_name': 'g. Obninsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Kaluzhskaya oblast'"", 'short_name': ""Kaluzhskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '249032', 'short_name': '249032', 'types': ['postal_code']}], 'formatted_address': ""pr. Marksa, 56, Obninsk, Kaluzhskaya oblast', Russia, 249032"", 'geometry': {'location': {'lat': 55.117718, 'lng': 36.600572}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 55.1190669802915, 'lng': 36.6019209802915}, 'southwest': {'lat': 55.1163690197085, 'lng': 36.5992230197085}}}, 'place_id': 'ChIJvf0dy3_SykYRrG3wmsDUjPA', 'types': ['street_address']}]",55.117718,36.600572
40,Омск,Сервисный Центр A&D,"644031, г. Омск","ул. Арнольда Нейбута, 100","644031, г. Омск,ул. Нейбута, 100","Телефон: +7 (3812) 32-46-60, 36-94-21",пн-пт с 8-00-16-00,"[{'address_components': [{'long_name': '100', 'short_name': '100', 'types': ['street_number']}, {'long_name': 'ulitsa Neybuta', 'short_name': 'ul. Neybuta', 'types': ['route']}, {'long_name': 'Omsk', 'short_name': 'Omsk', 'types': ['locality', 'political']}, {'long_name': 'Omsk', 'short_name': 'Omsk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Omskaya oblast'"", 'short_name': ""Omskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '644031', 'short_name': '644031', 'types': ['postal_code']}], 'formatted_address': ""ul. Neybuta, 100, Omsk, Omskaya oblast', Russia, 644031"", 'geometry': {'location': {'lat': 54.9934789, 'lng': 73.4259201}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.9948278802915, 'lng': 73.42726908029151}, 'southwest': {'lat': 54.9921299197085, 'lng': 73.42457111970849}}}, 'place_id': 'ChIJy6oWmGL-qkMRR7XojKE4ixo', 'types': ['street_address']}]",54.9934789,73.4259201
41,Орел,Авторизованный сервисный центр,"302030, г. Орел ","ул. Московская, д.63","302030, г. Орел ,ул. Московская, д.63",Телефон: +7 (4862) 59 99 25,,"[{'address_components': [{'long_name': '63', 'short_name': '63', 'types': ['street_number']}, {'long_name': 'ulitsa Moskovskaya', 'short_name': 'ul. Moskovskaya', 'types': ['route']}, {'long_name': 'Oryol', 'short_name': 'Oryol', 'types': ['locality', 'political']}, {'long_name': 'gorod Orel', 'short_name': 'g. Orel', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Orlovskaya oblast'"", 'short_name': ""Orlovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '302030', 'short_name': '302030', 'types': ['postal_code']}], 'formatted_address': ""ul. Moskovskaya, 63, Oryol, Orlovskaya oblast', Russia, 302030"", 'geometry': {'location': {'lat': 52.9722107, 'lng': 36.0871683}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 52.97355968029149, 'lng': 36.08851728029151}, 'southwest': {'lat': 52.97086171970849, 'lng': 36.08581931970851}}}, 'place_id': 'ChIJdZ9pqQcaMkER7m3Uzaia104', 'types': ['street_address']}]",52.9722107,36.0871683
42,Пенза,Авторизованный консультационный центр,"440018, г. Пенза","ул. Бекешская, 6","440018, г. Пенза,ул. Бекешская, 6",Телефон: +7 (8412) 32-14-14,,"[{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'ulitsa Bekeshskaya', 'short_name': 'ul. Bekeshskaya', 'types': ['route']}, {'long_name': 'Penza', 'short_name': 'Penza', 'types': ['locality', 'political']}, {'long_name': 'Penza', 'short_name': 'Penza', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Penzenskaya oblast'"", 'short_name': ""Penzenskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '440018', 'short_name': '440018', 'types': ['postal_code']}], 'formatted_address': ""ul. Bekeshskaya, 6, Penza, Penzenskaya oblast', Russia, 440018"", 'geometry': {'location': {'lat': 53.202321, 'lng': 44.976569}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.20366998029149, 'lng': 44.97791798029149}, 'southwest': {'lat': 53.20097201970849, 'lng': 44.97522001970849}}}, 'place_id': 'ChIJNUg8Yq8BQUERVzip9bGd6rk', 'types': ['street_address']}]",53.202321,44.976569
43,Пермь,Сервисный Центр A&D,"614068, г. Пермь","пр-д Якуба Коласа, 11","614068, г. Пермь,пр-д Якуба Коласа, 11",Телефон: +7 (342) 237-06-78,,"[{'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'proyezd Yakuba Kolasa', 'short_name': 'pr-d Yakuba Kolasa', 'types': ['route']}, {'long_name': ""Perm'"", 'short_name': ""Perm'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Perm'"", 'short_name': ""g. Perm'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Permskiy kray', 'short_name': 'Permskiy kray', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '614068', 'short_name': '614068', 'types': ['postal_code']}], 'formatted_address': 'pr-d Yakuba Kolasa, 11, Perm, Permskiy kray, Russia, 614068', 'geometry': {'location': {'lat': 58.007938, 'lng': 56.2028}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 58.0092869802915, 'lng': 56.2041489802915}, 'southwest': {'lat': 58.00658901970849, 'lng': 56.2014510197085}}}, 'place_id': 'ChIJf_g3rT_H6EMRM26N-N9XudY', 'types': ['street_address']}]",58.007938,56.2028
44,Ростов-на-Дону,Сервисный Центр A&D,"344029, г. Ростов-на-Дону","ул. Плужная, 18","344029, г. Ростов-на-Дону,ул. Плужная, 18",Телефон: +7 (863) 211-11-90,,"[{'address_components': [{'long_name': '18', 'short_name': '18', 'types': ['street_number']}, {'long_name': 'Pluzhnaya ulitsa', 'short_name': 'Pluzhnaya ul.', 'types': ['route']}, {'long_name': 'Rostov', 'short_name': 'Rostov', 'types': ['locality', 'political']}, {'long_name': 'gorod Rostov-na-Donu', 'short_name': 'g. Rostov-na-Donu', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Rostovskaya oblast'"", 'short_name': ""Rostovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '344029', 'short_name': '344029', 'types': ['postal_code']}], 'formatted_address': ""Pluzhnaya ul., 18, Rostov, Rostovskaya oblast', Russia, 344029"", 'geometry': {'location': {'lat': 47.2560545, 'lng': 39.7669125}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.25740348029149, 'lng': 39.7682614802915}, 'southwest': {'lat': 47.25470551970849, 'lng': 39.7655635197085}}}, 'place_id': 'ChIJE1LvGWK340AR49tAJntpzUw', 'types': ['street_address']}]",47.2560545,39.7669125
45,Рязань ,Авторизованный консультационный центр,"390013, г. Рязань","Заводской проезд, д. 1","390013, г. Рязань,Заводской проезд, д. 1",Телефон: +7 (906)546-12-51,"понедельник, среда – с 10-00 до 14-00, четверг – с 14-00 до 18-00.","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Zavodskoy proyezd', 'short_name': 'Zavodskoy pr-d', 'types': ['route']}, {'long_name': ""Ryazan'"", 'short_name': ""Ryazan'"", 'types': ['locality', 'political']}, {'long_name': ""gorod Ryazan'"", 'short_name': ""g. Ryazan'"", 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Ryazanskaya oblast'"", 'short_name': ""Ryazanskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '390013', 'short_name': '390013', 'types': ['postal_code']}], 'formatted_address': ""Zavodskoy pr-d, 1, Ryazan', Ryazanskaya oblast', Russia, 390013"", 'geometry': {'location': {'lat': 54.631752, 'lng': 39.702672}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.63310098029149, 'lng': 39.7040209802915}, 'southwest': {'lat': 54.6304030197085, 'lng': 39.7013230197085}}}, 'place_id': 'ChIJY-TK7VriSUERwDISAz1cOcc', 'types': ['street_address']}]",54.631752,39.702672
46,Самара ,Авторизованный сервисный центр,"443066, г. Самара","ул. XXII Партсъезда, д. 52, оф. 117","443066, г. Самара,ул. XXII Партсъезда, д. 52, оф. 117","Телефон: +7 (846) 244-04-92, +7 (846) 228-46-84 (доб.133)",,"[{'address_components': [{'long_name': '117', 'short_name': '117', 'types': ['subpremise']}, {'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'ulitsa 22 Partsyezda', 'short_name': 'ul. 22 Partsyezda', 'types': ['route']}, {'long_name': 'Samara', 'short_name': 'Samara', 'types': ['locality', 'political']}, {'long_name': 'Samara', 'short_name': 'Samara', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Samarskaya oblast'"", 'short_name': ""Samarskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '443066', 'short_name': '443066', 'types': ['postal_code']}], 'formatted_address': ""ul. 22 Partsyezda, 52, 117, Samara, Samarskaya oblast', Russia, 443066"", 'geometry': {'location': {'lat': 53.214509, 'lng': 50.22293}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.2158579802915, 'lng': 50.2242789802915}, 'southwest': {'lat': 53.2131600197085, 'lng': 50.2215810197085}}}, 'partial_match': True, 'place_id': 'EmbRg9C7LiAyMiDQn9Cw0YDRgtGB0YrQtdC30LTQsCwgNTIsIDExNywg0KHQsNC80LDRgNCwLCDQodCw0LzQsNGA0YHQutCw0Y8g0L7QsdC7Liwg0KDQvtGB0YHQuNGPLCA0NDMwNjY', 'types': ['subpremise']}]",53.214509,50.22293
47,Саранск,Авторизованный сервисный центр,"430034, г. Саранск","пр-т 50 лет Октября, 2","430034, г. Саранск,пр-т 50 лет Октября, 2",Телефон: +7 (8342) 35-38-35,,"[{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'prospekt 50 let Oktyabrya', 'short_name': 'pr. 50 let Oktyabrya', 'types': ['route']}, {'long_name': 'Saransk', 'short_name': 'Saransk', 'types': ['locality', 'political']}, {'long_name': 'gorod Saransk', 'short_name': 'g. Saransk', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Respublika Mordoviya', 'short_name': 'Respublika Mordoviya', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '430027', 'short_name': '430027', 'types': ['postal_code']}], 'formatted_address': 'pr. 50 let Oktyabrya, 2, Saransk, Respublika Mordoviya, Russia, 430027', 'geometry': {'location': {'lat': 54.170284, 'lng': 45.151086}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.17163298029151, 'lng': 45.1524349802915}, 'southwest': {'lat': 54.16893501970851, 'lng': 45.1497370197085}}}, 'partial_match': True, 'place_id': 'ChIJ493KI54IREERV7b3tLIgsZE', 'types': ['street_address']}]",54.170284,45.151086
48,Саратов,Авторизованный сервисный центр,"410019, г. Саратов,","ул. Танкистов, 55А","410019, г. Саратов,,ул. Танкистов, 55А",Телефон: +7 (8452) 64-43-55,,"[{'address_components': [{'long_name': '55А', 'short_name': '55А', 'types': ['street_number']}, {'long_name': 'ulitsa Tankistov', 'short_name': 'ul. Tankistov', 'types': ['route']}, {'long_name': 'Saratov', 'short_name': 'Saratov', 'types': ['locality', 'political']}, {'long_name': 'Saratov', 'short_name': 'Saratov', 'types': ['administrative_area_level_2', 'political']}, {'long_name': ""Saratovskaya oblast'"", 'short_name': ""Saratovskaya oblast'"", 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}, {'long_name': '410019', 'short_name': '410019', 'types': ['postal_code']}], 'formatted_address': ""ul. Tankistov, 55А, Saratov, Saratovskaya oblast', Russia, 410019"", 'geometry': {'location': {'lat': 51.555643, 'lng': 46.017758}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.5569919802915, 'lng': 46.0191069802915}, 'southwest': {'lat': 51.5542940197085, 'lng': 46.0164090197085}}}, 'place_id': 'ChIJL-Ivli7GFEERssoH9XfJ9lc', 'types': ['street_address']}]",51.555643,46.017758
